file_name,text
10.png,"{'mark': 'line', 'encoding': {'x': {'field': 'Loan Amount', 'type': 'temporal'}, 'y': {'field': 'Stress Level', 'type': 'quantitative'}}, 'data': {'values': [{'x': 1912, 'y': 6.41}, {'x': 1918, 'y': 387.34}, {'x': 1924, 'y': 427.36}]}}"
11.png,"{'mark': 'circle', 'encoding': {'x': {'field': '', 'type': 'quantitative'}, 'y': {'field': '', 'type': 'quantitative'}}, 'data': {'values': [{'x': 1734, 'y': 4878}, {'x': 1156, 'y': 1084}]}}"
12.png,"{'mark': 'bar', 'encoding': {'x': {'field': '', 'type': 'nominal'}, 'y': {'field': 'Factors Affecting Student Performance In Standardized Testing', 'type': 'quantitative'}}, 'data': {'values': [{'x': 'Red', 'y': 1035}, {'x': 'USA', 'y': 345}, {'x': 'Dog', 'y': 1035}, {'x': 'Nike', 'y': 690}, {'x': 'Apple', 'y': 690}, {'x': 'Male', 'y': 1035}]}}"
13.png,"{'mark': 'circle', 'encoding': {'x': {'field': '', 'type': 'quantitative'}, 'y': {'field': '', 'type': 'quantitative'}}, 'data': {'values': [{'x': 7152, 'y': 3324}, {'x': 3576, 'y': 5817}, {'x': 3576, 'y': 831}, {'x': 7152, 'y': 5817}, {'x': 5364, 'y': 3324}, {'x': 4470, 'y': 1662}, {'x': 3576, 'y': 4155}, {'x': 3576, 'y': 1662}]}}"
14.png,"{'mark': 'bar', 'encoding': {'x': {'field': 'Fuel Consumption', 'type': 'nominal'}, 'y': {'field': '', 'type': 'quantitative'}}, 'data': {'values': [{'x': 'Red', 'y': 280}, {'x': 'USA', 'y': 400}, {'x': 'Dog', 'y': 360}, {'x': 'Nike', 'y': 400}, {'x': 'Apple', 'y': 280}]}}"
15.png,"{'mark': 'line', 'encoding': {'x': {'field': '', 'type': 'temporal'}, 'y': {'field': '', 'type': 'quantitative'}}, 'data': {'values': [{'x': 1886, 'y': 424.89}, {'x': 1893, 'y': 424.89}, {'x': 1900, 'y': 426.14}, {'x': 1907, 'y': 445.52}]}}"
16.png,"{'mark': 'line', 'encoding': {'x': {'field': 'Mental Health', 'type': 'temporal'}, 'y': {'field': 'Currency Exchange', 'type': 'quantitative'}}, 'data': {'values': [{'x': 1811, 'y': 604.69}, {'x': 1817, 'y': 317.51}, {'x': 1823, 'y': 317.51}, {'x': 1829, 'y': 143.39}, {'x': 1835, 'y': 312.01}]}}"
17.png,"{'mark': 'line', 'encoding': {'x': {'field': 'Fuel Consumption', 'type': 'temporal'}, 'y': {'field': '', 'type': 'quantitative'}}, 'data': {'values': [{'x': 1859, 'y': 2360}, {'x': 1868, 'y': 2360}]}}"
18.png,"{'mark': 'bar', 'encoding': {'x': {'field': '', 'type': 'nominal'}, 'y': {'field': 'Median Household Income Indexed By Regional Inflation Rates', 'type': 'quantitative'}}, 'data': {'values': [{'x': 'Red', 'y': 252.19}, {'x': 'USA', 'y': 461.86}, {'x': 'Dog', 'y': 808.14}, {'x': 'Nike', 'y': 533.08}, {'x': 'Apple', 'y': 461.86}, {'x': 'Male', 'y': 699.85}]}}"
19.png,"{'mark': 'bar', 'encoding': {'x': {'field': 'Smoking Rate', 'type': 'nominal'}, 'y': {'field': 'Probability Density Function for Reaction Time (seconds)', 'type': 'quantitative'}}, 'data': {'values': [{'x': 'Red', 'y': 568}, {'x': 'USA', 'y': 568}, {'x': 'Dog', 'y': 994}, {'x': 'Nike', 'y': 994}, {'x': 'Apple', 'y': 1136}, {'x': 'Male', 'y': 568}, {'x': 'Rock', 'y': 1136}, {'x': 'Sedan', 'y': 994}]}}"
20.png,"{'mark': 'line', 'encoding': {'x': {'field': '', 'type': 'temporal'}, 'y': {'field': '', 'type': 'quantitative'}}, 'data': {'values': [{'x': 1917, 'y': 1290}, {'x': 1925, 'y': 3010}, {'x': 1933, 'y': 3440}, {'x': 1941, 'y': 3010}]}}"
21.png,"{'mark': 'bar', 'encoding': {'x': {'field': '', 'type': 'nominal'}, 'y': {'field': 'Education Level', 'type': 'quantitative'}}, 'data': {'values': [{'x': 'Red', 'y': 253.97}, {'x': 'USA', 'y': 234.86}]}}"
22.png,"{'mark': 'circle', 'encoding': {'x': {'field': '', 'type': 'quantitative'}, 'y': {'field': 'Distance', 'type': 'quantitative'}}, 'data': {'values': [{'x': 1863, 'y': 63}, {'x': 3105, 'y': 42}, {'x': 1242, 'y': 63}]}}"
23.png,"{'mark': 'circle', 'encoding': {'x': {'field': '', 'type': 'quantitative'}, 'y': {'field': 'Mean Age', 'type': 'quantitative'}}, 'data': {'values': [{'x': 3297, 'y': 18.06}, {'x': 1413, 'y': 27.84}, {'x': 4239, 'y': 28.45}, {'x': 2355, 'y': 0.54}, {'x': 4710, 'y': 18.64}, {'x': 4239, 'y': 27.84}]}}"
24.png,"{'mark': 'line', 'encoding': {'x': {'field': '', 'type': 'temporal'}, 'y': {'field': 'Hospital Admissions', 'type': 'quantitative'}}, 'data': {'values': [{'x': 1888, 'y': 18.66}, {'x': 1892, 'y': 18.66}, {'x': 1896, 'y': 173.93}, {'x': 1900, 'y': 74.19}, {'x': 1904, 'y': 60.23}, {'x': 1908, 'y': 152.86}, {'x': 1912, 'y': 206.68}, {'x': 1916, 'y': 152.86}, {'x': 1920, 'y': 60.23}]}}"
25.png,"{'mark': 'line', 'encoding': {'x': {'field': 'Wholesale Price', 'type': 'temporal'}, 'y': {'field': '', 'type': 'quantitative'}}, 'data': {'values': [{'x': 1835, 'y': 108.03}, {'x': 1843, 'y': 406.8}, {'x': 1851, 'y': 255.91}, {'x': 1859, 'y': 130.02}, {'x': 1867, 'y': 406.8}, {'x': 1875, 'y': 130.02}, {'x': 1883, 'y': 177.97}, {'x': 1891, 'y': 172.94}, {'x': 1899, 'y': 406.8}, {'x': 1907, 'y': 198.42}]}}"
26.png,"{'mark': 'line', 'encoding': {'x': {'field': 'Revenue', 'type': 'temporal'}, 'y': {'field': 'Growth Rate', 'type': 'quantitative'}}, 'data': {'values': [{'x': 1809, 'y': 36.96}, {'x': 1817, 'y': 36.96}]}}"
27.png,"{'mark': 'bar', 'encoding': {'x': {'field': 'Sleep Duration', 'type': 'nominal'}, 'y': {'field': 'Health Index', 'type': 'quantitative'}}, 'data': {'values': [{'x': 'Red', 'y': 6110}, {'x': 'USA', 'y': 4277}]}}"
28.png,"{'mark': 'line', 'encoding': {'x': {'field': 'Standard Deviation', 'type': 'temporal'}, 'y': {'field': 'Investment', 'type': 'quantitative'}}, 'data': {'values': [{'x': 1887, 'y': 805}, {'x': 1889, 'y': 1288}, {'x': 1891, 'y': 1288}, {'x': 1893, 'y': 644}, {'x': 1895, 'y': 1288}]}}"
29.png,"{'mark': 'circle', 'encoding': {'x': {'field': '', 'type': 'quantitative'}, 'y': {'field': 'Proportion of Respondents Supporting Policy Change by Country', 'type': 'quantitative'}}, 'data': {'values': [{'x': 4291, 'y': 74.42}, {'x': 3678, 'y': 101.16}, {'x': 6130, 'y': 156.6}, {'x': 3065, 'y': 46.28}, {'x': 613, 'y': 91.8}, {'x': 1226, 'y': 46.28}]}}"
30.png,"{'mark': 'circle', 'encoding': {'x': {'field': '', 'type': 'quantitative'}, 'y': {'field': 'Loan Amount', 'type': 'quantitative'}}, 'data': {'values': [{'x': 30.02, 'y': 318.65}, {'x': 200.09, 'y': 134.52}, {'x': 224.01, 'y': 172.48}, {'x': 213.66, 'y': 207.6}, {'x': 0.3, 'y': 15.38}, {'x': 225.17, 'y': 67.39}, {'x': 119.65, 'y': 207.6}, {'x': 14.04, 'y': 318.65}, {'x': 134.28, 'y': 318.65}]}}"
31.png,"{'mark': 'circle', 'encoding': {'x': {'field': '', 'type': 'quantitative'}, 'y': {'field': 'Mobile Phone Usage', 'type': 'quantitative'}}, 'data': {'values': [{'x': 838.11, 'y': 12.48}, {'x': 208.39, 'y': 7.63}, {'x': 471.33, 'y': 1.76}, {'x': 327.97, 'y': 1.4}, {'x': 788.2, 'y': 1.76}, {'x': 434.55, 'y': 1.76}, {'x': 751.82, 'y': 4.1}, {'x': 738.74, 'y': 4.1}]}}"
32.png,"{'mark': 'bar', 'encoding': {'x': {'field': 'Average Daily Energy Consumption (kWh) by Appliance Type', 'type': 'nominal'}, 'y': {'field': 'Probability Density Function for Reaction Time (seconds)', 'type': 'quantitative'}}, 'data': {'values': [{'x': 'Red', 'y': 606.48}, {'x': 'USA', 'y': 147.53}, {'x': 'Dog', 'y': 34.13}, {'x': 'Nike', 'y': 356.08}, {'x': 'Apple', 'y': 147.53}, {'x': 'Male', 'y': 582.36}, {'x': 'Rock', 'y': 551.49}, {'x': 'Sedan', 'y': 182.65}]}}"
33.png,"{'mark': 'bar', 'encoding': {'x': {'field': 'Birth Rate', 'type': 'nominal'}, 'y': {'field': 'Savings Rate', 'type': 'quantitative'}}, 'data': {'values': [{'x': 'Red', 'y': 5352}, {'x': 'USA', 'y': 8028}, {'x': 'Dog', 'y': 1784}, {'x': 'Nike', 'y': 6244}, {'x': 'Apple', 'y': 7136}, {'x': 'Male', 'y': 5352}, {'x': 'Rock', 'y': 8920}]}}"
34.png,"{'mark': 'line', 'encoding': {'x': {'field': 'Median Age', 'type': 'temporal'}, 'y': {'field': 'Mode Age', 'type': 'quantitative'}}, 'data': {'values': [{'x': 1872, 'y': 926}, {'x': 1879, 'y': 926}, {'x': 1886, 'y': 5556}, {'x': 1893, 'y': 8334}]}}"
35.png,"{'mark': 'line', 'encoding': {'x': {'field': 'Investment', 'type': 'temporal'}, 'y': {'field': 'Debt Level', 'type': 'quantitative'}}, 'data': {'values': [{'x': 1858, 'y': 135.47}, {'x': 1863, 'y': 445.21}, {'x': 1868, 'y': 465.18}, {'x': 1873, 'y': 423.39}, {'x': 1878, 'y': 135.47}, {'x': 1883, 'y': 445.21}]}}"
36.png,"{'mark': 'circle', 'encoding': {'x': {'field': 'Cumulative Probability Distribution Of Rainfall Amounts Over A Decade', 'type': 'quantitative'}, 'y': {'field': '', 'type': 'quantitative'}}, 'data': {'values': [{'x': 180.02, 'y': 3.29}, {'x': 156.29, 'y': 93.43}, {'x': 206.02, 'y': 302.54}, {'x': 621.08, 'y': 315.99}, {'x': 630.86, 'y': 351.22}, {'x': 559.66, 'y': 369.71}, {'x': 112.43, 'y': 302.54}, {'x': 79.87, 'y': 338.13}, {'x': 515.77, 'y': 315.99}]}}"
37.png,"{'mark': 'circle', 'encoding': {'x': {'field': 'Assessment Of Healthcare Utilization Rates By Demographic Groups', 'type': 'quantitative'}, 'y': {'field': 'Median Household Income Indexed By Regional Inflation Rates', 'type': 'quantitative'}}, 'data': {'values': [{'x': 670.32, 'y': 159.57}, {'x': 557.58, 'y': 49.88}, {'x': 253.48, 'y': 12.73}, {'x': 547.94, 'y': 154.47}, {'x': 9.65, 'y': 38.13}, {'x': 371.84, 'y': 127.45}, {'x': 315.17, 'y': 135.92}]}}"
38.png,"{'mark': 'circle', 'encoding': {'x': {'field': '', 'type': 'quantitative'}, 'y': {'field': 'Factors Affecting Student Performance In Standardized Testing', 'type': 'quantitative'}}, 'data': {'values': [{'x': 147.66, 'y': 1257}, {'x': 377.85, 'y': 838}, {'x': 277.2, 'y': 2095}, {'x': 215.0, 'y': 1676}, {'x': 233.76, 'y': 1676}, {'x': 289.19, 'y': 2095}]}}"
39.png,"{'mark': 'circle', 'encoding': {'x': {'field': '', 'type': 'quantitative'}, 'y': {'field': 'Sleep Duration', 'type': 'quantitative'}}, 'data': {'values': [{'x': 258, 'y': 59.79}, {'x': 1161, 'y': 59.79}, {'x': 516, 'y': 3.19}, {'x': 1290, 'y': 5.78}, {'x': 516, 'y': 59.79}, {'x': 516, 'y': 61.0}]}}"
40.png,"{'mark': 'bar', 'encoding': {'x': {'field': '', 'type': 'nominal'}, 'y': {'field': 'Trend Analysis Of Annual Median House Prices In Metropolitan Areas', 'type': 'quantitative'}}, 'data': {'values': [{'x': 'Red', 'y': 2656}, {'x': 'USA', 'y': 2656}, {'x': 'Dog', 'y': 1660}, {'x': 'Nike', 'y': 664}, {'x': 'Apple', 'y': 2656}, {'x': 'Male', 'y': 996}, {'x': 'Rock', 'y': 2656}]}}"
41.png,"{'mark': 'line', 'encoding': {'x': {'field': '', 'type': 'temporal'}, 'y': {'field': '', 'type': 'quantitative'}}, 'data': {'values': [{'x': 1881, 'y': 4370}, {'x': 1891, 'y': 1311}, {'x': 1901, 'y': 2185}, {'x': 1911, 'y': 1311}, {'x': 1921, 'y': 2622}, {'x': 1931, 'y': 874}, {'x': 1941, 'y': 1311}, {'x': 1951, 'y': 2185}, {'x': 1961, 'y': 1311}, {'x': 1971, 'y': 3496}]}}"
42.png,"{'mark': 'circle', 'encoding': {'x': {'field': 'Mobile Phone Usage', 'type': 'quantitative'}, 'y': {'field': '', 'type': 'quantitative'}}, 'data': {'values': [{'x': 616, 'y': 404.32}, {'x': 176, 'y': 108.07}, {'x': 528, 'y': 404.32}]}}"
43.png,"{'mark': 'line', 'encoding': {'x': {'field': 'Factors Affecting Student Performance In Standardized Testing', 'type': 'temporal'}, 'y': {'field': 'Measurement Error Analysis In Laboratory Testing Procedures', 'type': 'quantitative'}}, 'data': {'values': [{'x': 1908, 'y': 872}, {'x': 1915, 'y': 872}, {'x': 1922, 'y': 2180}, {'x': 1929, 'y': 1744}, {'x': 1936, 'y': 872}, {'x': 1943, 'y': 1962}, {'x': 1950, 'y': 1744}, {'x': 1957, 'y': 436}, {'x': 1964, 'y': 1962}, {'x': 1971, 'y': 1962}]}}"
44.png,"{'mark': 'bar', 'encoding': {'x': {'field': 'Insurance Premium', 'type': 'nominal'}, 'y': {'field': 'Import Volume', 'type': 'quantitative'}}, 'data': {'values': [{'x': 'Red', 'y': 730}, {'x': 'USA', 'y': 730}, {'x': 'Dog', 'y': 1314}, {'x': 'Nike', 'y': 292}, {'x': 'Apple', 'y': 584}, {'x': 'Male', 'y': 584}, {'x': 'Rock', 'y': 730}]}}"
45.png,"{'mark': 'line', 'encoding': {'x': {'field': 'Mental Health', 'type': 'temporal'}, 'y': {'field': 'Temporal Trend Analysis Of Gross Domestic Product Over Thirty Years', 'type': 'quantitative'}}, 'data': {'values': [{'x': 1828, 'y': 1400}, {'x': 1829, 'y': 2520}, {'x': 1830, 'y': 2520}, {'x': 1831, 'y': 1960}, {'x': 1832, 'y': 560}, {'x': 1833, 'y': 1960}, {'x': 1834, 'y': 1680}, {'x': 1835, 'y': 560}]}}"
46.png,"{'mark': 'bar', 'encoding': {'x': {'field': '', 'type': 'nominal'}, 'y': {'field': 'Growth Rate', 'type': 'quantitative'}}, 'data': {'values': [{'x': 'Red', 'y': 780}, {'x': 'USA', 'y': 2730}, {'x': 'Dog', 'y': 780}, {'x': 'Nike', 'y': 2730}, {'x': 'Apple', 'y': 2730}, {'x': 'Male', 'y': 2730}, {'x': 'Rock', 'y': 3510}]}}"
47.png,"{'mark': 'line', 'encoding': {'x': {'field': 'Accident Rate', 'type': 'temporal'}, 'y': {'field': 'Temporal Trend Analysis Of Gross Domestic Product Over Thirty Years', 'type': 'quantitative'}}, 'data': {'values': [{'x': 1828, 'y': 1484}, {'x': 1834, 'y': 742}, {'x': 1840, 'y': 2597}, {'x': 1846, 'y': 742}, {'x': 1852, 'y': 2597}, {'x': 1858, 'y': 2597}, {'x': 1864, 'y': 2597}]}}"
48.png,"{'mark': 'circle', 'encoding': {'x': {'field': 'Producer Price Index', 'type': 'quantitative'}, 'y': {'field': 'Correlation Coefficient Between Air Pollution Levels And Respiratory Diseases', 'type': 'quantitative'}}, 'data': {'values': [{'x': 133.6, 'y': 534}, {'x': 60.43, 'y': 534}, {'x': 391.35, 'y': 1068}, {'x': 268.0, 'y': 1068}, {'x': 243.09, 'y': 1780}, {'x': 49.71, 'y': 1424}]}}"
49.png,"{'mark': 'line', 'encoding': {'x': {'field': 'Trend Analysis Of Annual Median House Prices In Metropolitan Areas', 'type': 'temporal'}, 'y': {'field': 'Social Media Activity', 'type': 'quantitative'}}, 'data': {'values': [{'x': 1866, 'y': 465}, {'x': 1875, 'y': 465}, {'x': 1884, 'y': 1395}, {'x': 1893, 'y': 155}]}}"
50.png,"{'mark': 'circle', 'encoding': {'x': {'field': '', 'type': 'quantitative'}, 'y': {'field': 'Mortality Rate', 'type': 'quantitative'}}, 'data': {'values': [{'x': 347.4, 'y': 46.13}, {'x': 250.75, 'y': 59.38}, {'x': 140.71, 'y': 39.63}, {'x': 213.62, 'y': 61.63}, {'x': 336.74, 'y': 6.43}, {'x': 111.14, 'y': 61.63}, {'x': 135.23, 'y': 44.65}, {'x': 284.21, 'y': 19.32}, {'x': 291.93, 'y': 49.21}, {'x': 240.57, 'y': 61.63}]}}"
51.png,"{'mark': 'bar', 'encoding': {'x': {'field': 'Consumer Price Index', 'type': 'nominal'}, 'y': {'field': '', 'type': 'quantitative'}}, 'data': {'values': [{'x': 'Red', 'y': 624}, {'x': 'USA', 'y': 312}, {'x': 'Dog', 'y': 312}, {'x': 'Nike', 'y': 1040}, {'x': 'Apple', 'y': 312}, {'x': 'Male', 'y': 312}, {'x': 'Rock', 'y': 728}, {'x': 'Sedan', 'y': 312}, {'x': 'Spanish', 'y': 1040}]}}"
52.png,"{'mark': 'line', 'encoding': {'x': {'field': 'Standard Deviation', 'type': 'temporal'}, 'y': {'field': '', 'type': 'quantitative'}}, 'data': {'values': [{'x': 1870, 'y': 23.59}, {'x': 1876, 'y': 351.71}, {'x': 1882, 'y': 73.25}]}}"
53.png,"{'mark': 'line', 'encoding': {'x': {'field': 'Hospital Admissions', 'type': 'temporal'}, 'y': {'field': 'Cumulative Probability Distribution Of Rainfall Amounts Over A Decade', 'type': 'quantitative'}}, 'data': {'values': [{'x': 1847, 'y': 7760}, {'x': 1849, 'y': 6790}, {'x': 1851, 'y': 5820}, {'x': 1853, 'y': 6790}, {'x': 1855, 'y': 970}]}}"
54.png,"{'mark': 'line', 'encoding': {'x': {'field': '', 'type': 'temporal'}, 'y': {'field': 'Job Vacancies', 'type': 'quantitative'}}, 'data': {'values': [{'x': 1830, 'y': 631}, {'x': 1835, 'y': 1262}, {'x': 1840, 'y': 2524}, {'x': 1845, 'y': 6310}, {'x': 1850, 'y': 1262}, {'x': 1855, 'y': 5679}]}}"
55.png,"{'mark': 'line', 'encoding': {'x': {'field': 'Mental Health', 'type': 'temporal'}, 'y': {'field': 'Mean Income', 'type': 'quantitative'}}, 'data': {'values': [{'x': 1924, 'y': 1736}, {'x': 1933, 'y': 744}, {'x': 1942, 'y': 744}, {'x': 1951, 'y': 744}, {'x': 1960, 'y': 744}, {'x': 1969, 'y': 744}, {'x': 1978, 'y': 1240}]}}"
56.png,"{'mark': 'bar', 'encoding': {'x': {'field': 'Poverty Rate', 'type': 'nominal'}, 'y': {'field': 'Sensitivity Analysis Of Forecast Accuracy In Consumer Demand Models', 'type': 'quantitative'}}, 'data': {'values': [{'x': 'Red', 'y': 4848}, {'x': 'USA', 'y': 4848}, {'x': 'Dog', 'y': 1616}, {'x': 'Nike', 'y': 1616}]}}"
57.png,"{'mark': 'bar', 'encoding': {'x': {'field': 'Probabilistic Modeling Of Financial Risks In Investment Portfolios', 'type': 'nominal'}, 'y': {'field': 'Mean Annual Temperature Deviation Corrected For Seasonal Variations', 'type': 'quantitative'}}, 'data': {'values': [{'x': 'Red', 'y': 10.89}, {'x': 'USA', 'y': 22.16}, {'x': 'Dog', 'y': 32.39}, {'x': 'Nike', 'y': 8.22}, {'x': 'Apple', 'y': 8.22}, {'x': 'Male', 'y': 15.35}, {'x': 'Rock', 'y': 8.22}]}}"
58.png,"{'mark': 'line', 'encoding': {'x': {'field': '', 'type': 'temporal'}, 'y': {'field': 'Life Expectancy', 'type': 'quantitative'}}, 'data': {'values': [{'x': 1884, 'y': 2463}, {'x': 1890, 'y': 4926}, {'x': 1896, 'y': 1642}, {'x': 1902, 'y': 4105}, {'x': 1908, 'y': 5747}, {'x': 1914, 'y': 4926}]}}"
59.png,"{'mark': 'bar', 'encoding': {'x': {'field': '', 'type': 'nominal'}, 'y': {'field': 'Probabilistic Modeling Of Financial Risks In Investment Portfolios', 'type': 'quantitative'}}, 'data': {'values': [{'x': 'Red', 'y': 5677}, {'x': 'USA', 'y': 7299}, {'x': 'Dog', 'y': 811}, {'x': 'Nike', 'y': 811}]}}"
60.png,"{'mark': 'circle', 'encoding': {'x': {'field': '', 'type': 'quantitative'}, 'y': {'field': 'Probability Density Function for Reaction Time (seconds)', 'type': 'quantitative'}}, 'data': {'values': [{'x': 6032, 'y': 3128}, {'x': 6786, 'y': 4692}, {'x': 5278, 'y': 2346}, {'x': 6786, 'y': 7038}, {'x': 1508, 'y': 2346}, {'x': 3770, 'y': 3128}]}}"
61.png,"{'mark': 'bar', 'encoding': {'x': {'field': '', 'type': 'nominal'}, 'y': {'field': 'Effectiveness Of Intervention Programs On Youth Crime Rates', 'type': 'quantitative'}}, 'data': {'values': [{'x': 'Red', 'y': 151.61}, {'x': 'USA', 'y': 41.39}]}}"
62.png,"{'mark': 'line', 'encoding': {'x': {'field': 'Consumer Price Index', 'type': 'temporal'}, 'y': {'field': 'Export Volume', 'type': 'quantitative'}}, 'data': {'values': [{'x': 1816, 'y': 215.59}, {'x': 1822, 'y': 166.65}, {'x': 1828, 'y': 166.65}, {'x': 1834, 'y': 308.24}, {'x': 1840, 'y': 142.64}, {'x': 1846, 'y': 316.87}, {'x': 1852, 'y': 227.88}, {'x': 1858, 'y': 142.64}, {'x': 1864, 'y': 166.65}, {'x': 1870, 'y': 261.0}]}}"
63.png,"{'mark': 'line', 'encoding': {'x': {'field': '', 'type': 'temporal'}, 'y': {'field': 'Happiness Index', 'type': 'quantitative'}}, 'data': {'values': [{'x': 1875, 'y': 2619}, {'x': 1878, 'y': 2619}, {'x': 1881, 'y': 2619}, {'x': 1884, 'y': 1455}]}}"
64.png,"{'mark': 'bar', 'encoding': {'x': {'field': '', 'type': 'nominal'}, 'y': {'field': '', 'type': 'quantitative'}}, 'data': {'values': [{'x': 'Red', 'y': 2176}, {'x': 'USA', 'y': 1360}, {'x': 'Dog', 'y': 1904}, {'x': 'Nike', 'y': 2720}, {'x': 'Apple', 'y': 2720}, {'x': 'Male', 'y': 1360}, {'x': 'Rock', 'y': 1360}, {'x': 'Sedan', 'y': 1360}]}}"
65.png,"{'mark': 'line', 'encoding': {'x': {'field': 'Effectiveness Of Intervention Programs On Youth Crime Rates', 'type': 'temporal'}, 'y': {'field': '', 'type': 'quantitative'}}, 'data': {'values': [{'x': 1910, 'y': 422.36}, {'x': 1917, 'y': 278.65}, {'x': 1924, 'y': 350.79}, {'x': 1931, 'y': 218.24}, {'x': 1938, 'y': 350.79}, {'x': 1945, 'y': 422.36}, {'x': 1952, 'y': 278.65}, {'x': 1959, 'y': 186.43}]}}"
66.png,"{'mark': 'line', 'encoding': {'x': {'field': 'Coefficient Of Variation In Agricultural Yields Over Different Seasons', 'type': 'temporal'}, 'y': {'field': '', 'type': 'quantitative'}}, 'data': {'values': [{'x': 1817, 'y': 457.05}, {'x': 1824, 'y': 338.91}, {'x': 1831, 'y': 457.05}, {'x': 1838, 'y': 500.74}, {'x': 1845, 'y': 338.91}, {'x': 1852, 'y': 500.74}]}}"
